FIPS,County,Population,Area (km^2),Latitude,Longitude
21077,Gallatin,8589,271.218,38.760184,-84.862114
21079,Garrard,16912,605.916,37.630162,-84.545856
21081,Grant,24662,675.38,38.64921,-84.625946
21083,Graves,37121,1442.074,36.723344,-88.649897
21085,Grayson,25746,1323.563,37.458577,-86.344011
21087,Green,11258,747.961,37.269637,-85.561403
21089,Greenup,36910,918.02,38.563596,-82.933833
21091,Hancock,8565,515.114,37.843389,-86.792773
21093,Hardin,105543,1632.045,37.695836,-85.963183
21095,Harlan,29278,1212.504,36.859223,-83.221497
21097,Harrison,18846,802.538,38.443489,-84.332796
21099,Hart,18199,1082.227,37.313856,-85.881995
21101,Henderson,46250,1207.659,37.792542,-87.572577
21103,Henry,15416,754.003,38.451561,-85.120079
21105,Hickman,4902,655.37,36.675916,-88.97202
21107,Hopkins,46920,1435.929,37.31107,-87.542196
21109,Jackson,13494,897.463,37.40332,-84.020686
21111,Jefferson,741096,1029.993,38.189533,-85.657624
21113,Jessamine,48586,451.954,37.873291,-84.58396
21115,Johnson,23356,684.107,37.84926,-82.830639
21117,Kenton,159720,425.656,38.930477,-84.533492
21119,Knott,16346,913.881,37.354703,-82.949138
21121,Knox,31883,1004.263,36.887476,-83.85563
21123,Larue,14193,682.794,37.545518,-85.697209
21125,Laurel,58849,1149.164,37.113268,-84.119395
21127,Lawrence,15860,1087.971,38.074459,-82.738305
21129,Lee,7887,547.153,37.605383,-83.718497
21131,Leslie,11310,1047.513,37.087846,-83.388616
21133,Letcher,24519,878.091,37.118503,-82.861175
21135,Lewis,13870,1283.033,38.532051,-83.373303
21137,Lincoln,24742,871.727,37.457257,-84.658074
21139,Livingston,9519,886.64,37.209517,-88.363426
21141,Logan,26835,1442.703,36.859829,-86.881436
21143,Lyon,8314,664.406,37.023976,-88.083391
21145,McCracken,65565,694.558,37.053688,-88.712378
21147,McCreary,18306,1116.147,36.731136,-84.491052
21149,McLean,9531,663.641,37.530575,-87.262931
21151,Madison,82916,1148.03,37.723528,-84.277008
21153,Magoffin,13333,800.714,37.698954,-83.069716
21155,Marion,19820,898.359,37.552247,-85.269242
21157,Marshall,31448,881.038,36.882017,-88.332752
21159,Martin,12929,597.248,37.796774,-82.506623
21161,Mason,17490,638.206,38.594068,-83.828052
21163,Meade,28602,840.458,37.967476,-86.200863
21165,Menifee,6306,533.367,37.950715,-83.597345
21167,Mercer,21331,656.074,37.812085,-84.879695
21169,Metcalfe,10099,754.178,36.990394,-85.629554
21171,Monroe,10963,860.023,36.714077,-85.713508
21173,Montgomery,26499,515.037,38.038138,-83.912338
21175,Morgan,13923,994.006,37.92294,-83.258944
21177,Muhlenberg,31499,1241.641,37.213816,-87.134092
21179,Nelson,43437,1098.352,37.803188,-85.465955
21181,Nicholas,7135,509.796,38.337132,-84.025554
21183,Ohio,23842,1544.221,37.477859,-86.844871
21185,Oldham,60316,508.763,38.400046,-85.456059
21187,Owen,10841,917.495,38.499603,-84.841509
21189,Owsley,4755,513.569,37.423452,-83.691566
21191,Pendleton,14877,730.164,38.690765,-84.354041
21193,Perry,28712,887.354,37.241282,-83.217772
21195,Pike,65024,2042.644,37.482067,-82.402869
21197,Powell,12613,466.513,37.810379,-83.826985
21199,Pulaski,63063,1753.821,37.108312,-84.579986
21201,Robertson,2282,259.253,38.513826,-84.063757
21203,Rockcastle,17056,823.865,37.36122,-84.314419
21205,Rowan,23333,741.426,38.205894,-83.425969
21207,Russell,17565,732.644,36.989127,-85.058976
21209,Scott,47173,739.268,38.289882,-84.579376
21211,Shelby,42074,998.885,38.239426,-85.22836
21213,Simpson,17327,612.443,36.740863,-86.581464
21215,Spencer,17061,496.391,38.026976,-85.321525
21217,Taylor,24512,716.954,37.365106,-85.326698
21219,Todd,12460,976.572,36.840338,-87.183642
21221,Trigg,14339,1246.638,36.807681,-87.858652
21223,Trimble,8809,404.6,38.618193,-85.355171
21225,Union,15007,941.142,37.658029,-87.95165
21227,Warren,113792,1418.185,36.995634,-86.423579
21229,Washington,11717,780.108,37.754209,-85.175416
21231,Wayne,20813,1253.972,36.802011,-84.83044
21233,Webster,13621,869.343,37.520021,-87.685095
21235,Whitley,35637,1152.851,36.758021,-84.14455
21237,Wolfe,7355,576.925,37.743774,-83.495068
21239,Woodford,24939,497.371,38.042789,-84.748147
22001,Acadia,61773,1702.799,30.291497,-92.411037
22003,Allen,25764,1983.811,30.652744,-92.819605
22005,Ascension,107215,784.212,30.202946,-90.910023
22007,Assumption,23421,944.13,29.899884,-91.050528
22009,Avoyelles,42073,2242.268,31.085094,-91.993798
22011,Beauregard,35654,3019.501,30.645018,-93.340253
22013,Bienville,14353,2129.153,32.344268,-93.061513
22015,Bossier,116979,2246.089,32.696202,-93.617977
22017,Caddo,254969,2426.362,32.577195,-93.882423
22019,Calcasieu,192768,2834.157,30.229559,-93.358015
22021,Caldwell,10132,1400.481,32.101244,-92.11418
22023,Cameron,6839,5015.95,29.871989,-93.165437
22025,Catahoula,10407,1915.091,31.666517,-91.846703
22027,Claiborne,17195,1987.599,32.827585,-92.991125
22029,Concordia,20822,1935.502,31.469806,-91.626314
22031,De Soto,26656,2316.973,32.059248,-93.740797
22033,East Baton Rouge,440171,1217.903,30.544002,-91.093174
22035,East Carroll,7759,1145.893,32.73017,-91.234141
22037,East Feliciana,20267,1180.459,30.839784,-91.043434
22039,Evangeline,33984,1760.218,30.720693,-92.404086
22041,Franklin,20767,1645.776,32.138279,-91.672101
22043,Grant,22309,1721.444,31.597787,-92.561716
22045,Iberia,73240,2669.056,29.606013,-91.842706
22047,Iberville,33387,1690.895,30.288394,-91.36315
22049,Jackson,16274,1502.911,32.30448,-92.556672
22051,Jefferson,432552,1723.437,29.5033,-90.036231
22053,Jefferson Davis,31594,1705.65,30.269529,-92.816221
22055,Lafayette,221578,697.247,30.206507,-92.06417
22057,Lafourche,96318,3818.438,29.491993,-90.394849
22059,La Salle,14890,1715.591,31.680836,-92.161809
22061,Lincoln,46735,1223.704,32.601148,-92.662082
22063,Livingston,128026,1820.363,30.440419,-90.727474
22065,Madison,12093,1685.822,32.365824,-91.240729
22067,Morehouse,27979,2087.749,32.820008,-91.800399
22069,Natchitoches,39566,3364.376,31.734982,-93.086106
22071,Orleans,343829,907.044,30.068636,-89.939007
22073,Ouachita,153720,1636.226,32.477495,-92.154798
22075,Plaquemines,23042,6649.014,29.402337,-89.298489
22077,Pointe Coupee,22802,1529.938,30.708319,-91.604621
22079,Rapides,131613,3526.676,31.193204,-92.535953
22081,Red River,9091,1042.066,32.101213,-93.34905
22083,Richland,20725,1462.089,32.418121,-91.758375
22085,Sabine,24233,2620.082,31.560209,-93.559228
22087,St. Bernard,35897,5589.381,29.91811,-89.263494
22089,St. Charles,52780,1063.524,29.913833,-90.359314
22091,St. Helena,11203,1060.569,30.821423,-90.70935
22093,St. James,22102,668.11,30.02482,-90.793956
22095,St. John the Baptist,45924,900.376,30.117471,-90.504677
22097,St. Landry,83384,2431.952,30.583441,-91.989275
22099,St. Martin,52160,2114.699,30.121433,-91.611481
22101,St. Mary,54650,2899.292,29.629349,-91.463804
22103,St. Tammany,233740,2911.635,30.410022,-89.951962
22105,Tangipahoa,121097,2132.255,30.621581,-90.406633
22107,Tensas,5252,1660.676,32.001489,-91.342576
22109,Terrebonne,111860,5392.543,29.333266,-90.844191
22111,Union,22721,2344.984,32.829349,-92.37565
22113,Vermilion,57999,3993.942,29.786872,-92.29009
22115,Vernon,52334,3474.43,31.110563,-93.18152
22117,Washington,47168,1750.533,30.852144,-90.046253
22119,Webster,41207,1592.428,32.732152,-93.339825
22121,West Baton Rouge,23788,527.901,30.464052,-91.309808
22123,West Carroll,11604,933.865,32.79248,-91.451998
22125,West Feliciana,15625,1103.342,30.872701,-91.421008
22127,Winn,15313,2478.16,31.941187,-92.641269
23001,Androscoggin,107702,1287.537,44.167681,-70.207435
23003,Aroostook,71870,17683.319,46.727057,-68.64941
23005,Cumberland,281674,3153.213,43.808348,-70.330375
23007,Franklin,30768,4515.589,44.973012,-70.444727
23009,Hancock,54418,6073.355,44.564906,-68.370703
23011,Kennebec,122151,2463.531,44.417012,-69.765764
23013,Knox,39736,2962.806,44.042045,-69.038515
23015,Lincoln,34457,1811.964,43.994265,-69.514029
23017,Oxford,57833,5635.078,44.494585,-70.734688
23019,Penobscot,153923,9212.796,45.390602,-68.657487
23021,Piscataquis,17535,11338.881,45.917678,-69.104548
23023,Sagadahoc,35293,958.399,43.916694,-69.843994
23025,Somerset,52228,10602.195,45.507482,-69.97604
23027,Waldo,38786,2208.629,44.505361,-69.139678
23029,Washington,32856,8437.277,44.967009,-67.609354
23031,York,197131,3288.544,43.427239,-70.670402
24001,Allegany,75087,1113.518,39.612309,-78.703108
24003,Anne Arundel,537656,1522.396,38.993374,-76.560511
24005,Baltimore,805029,1765.739,39.443167,-76.616569
24009,Calvert,88737,893.731,38.521358,-76.525864
24011,Caroline,33066,844.082,38.871531,-75.831631
24013,Carroll,167134,1172.455,39.563189,-77.015512
24015,Cecil,101108,1082.194,39.562352,-75.941584
24017,Charles,146551,1665.28,38.472853,-77.015427
24019,Dorchester,32618,2545.969,38.429196,-76.047433
24021,Frederick,233385,1728.502,39.470427,-77.397627
24023,Garrett,30097,1698.352,39.529871,-79.269416
24025,Harford,244826,1363.999,39.537429,-76.299789
24027,Howard,287085,656.288,39.252264,-76.924406
24029,Kent,20197,1070.819,39.239177,-76.1242
24031,Montgomery,971777,1312.989,39.137382,-77.203063
24033,Prince George's,863420,1291.98,38.82588,-76.847272
24035,Queen Anne's,47798,1322.686,39.040693,-76.082405
24037,St. Mary's,105151,1979.402,38.222666,-76.534271
24039,Somerset,26470,1580.805,38.07445,-75.853323
24041,Talbot,37782,1234.92,38.749427,-76.17913
24043,Washington,147430,1210.413,39.603621,-77.814671
24045,Wicomico,98733,1036.613,38.367389,-75.632206
24047,Worcester,51454,1799.676,38.222133,-75.309932
24510,Baltimore [9],620961,238.412,39.300214,-76.610516
25001,Barnstable,215888,3381.326,41.798819,-70.211083
25003,Berkshire,131219,2451.238,42.375314,-73.213948
25005,Bristol,548285,1790.265,41.748576,-71.087062
25007,Dukes,16535,1271.584,41.380939,-70.701536
25009,Essex,743159,2145.737,42.642711,-70.865107
25011,Franklin,71372,1876.64,42.583791,-72.591655
25013,Hampden,463490,1642.703,42.136198,-72.635648
25015,Hampshire,158080,1412.086,42.339459,-72.663694
25017,Middlesex,1503085,2193.875,42.479477,-71.396507
25019,Nantucket,10172,786.464,41.305878,-70.14191
25021,Norfolk,670850,1150.853,42.169703,-71.179875
25023,Plymouth,494919,2831.511,41.987196,-70.741942
25025,Suffolk,722023,311.368,42.33196,-71.020173
25027,Worcester,798552,4090.094,42.311693,-71.940282
26001,Alcona,10942,4637.588,44.682535,-82.83408
26003,Alger,9601,13073.574,47.080077,-86.564108
26005,Allegan,111408,4748.195,42.595788,-86.634745
26007,Alpena,29598,4389.828,44.894954,-83.426574
26009,Antrim,23580,1558.577,45.005457,-85.175625
26011,Arenac,15899,1762.98,44.03687,-83.740675
26013,Baraga,8860,2768.104,46.696068,-88.356022
26015,Barry,59173,1494.53,42.582811,-85.31455
26017,Bay,107771,1633.55,43.699711,-83.978701
26019,Benzie,17525,2226.269,44.648621,-86.494317
26021,Berrien,156813,4095.993,41.792639,-86.741822
26023,Branch,45248,1345.954,41.918585,-85.066523
26025,Calhoun,136146,1860.526,42.24299,-85.012385
26027,Cass,52293,1316.535,41.91624,-85.999457
26029,Charlevoix,25949,3601.285,45.513164,-85.450392
26031,Cheboygan,26152,2293.131,45.47612,-84.495271
26033,Chippewa,38520,6988.799,46.321819,-84.52063
26035,Clare,30926,1490.122,43.991137,-84.838325
26037,Clinton,75382,1488.098,42.950455,-84.591695
26039,Crawford,14074,1458.79,44.680208,-84.611132
26041,Delta,37069,5157.506,45.805101,-86.901373
26043,Dickinson,26168,2012.551,46.012823,-87.866119
26045,Eaton,107759,1500.724,42.589614,-84.846524
26047,Emmet,32694,2284.362,45.590094,-84.986822
26049,Genesee,425790,1682.423,43.021077,-83.706372
26051,Gladwin,25692,1336.252,43.98975,-84.389816
26053,Gogebic,16427,3823.712,46.488054,-89.788314
26055,Grand Traverse,86986,1557.398,44.718688,-85.553848
26057,Gratiot,42476,1480.465,43.292326,-84.60469
26059,Hillsdale,46688,1572.139,41.864475,-84.642409
26061,Houghton,36628,3888.869,46.998305,-88.652066
26063,Huron,33118,5534.294,43.907616,-82.857045
26065,Ingham,280895,1452.238,42.603534,-84.373811
26067,Ionia,63905,1502.313,42.94465,-85.073766
26069,Iosco,25887,4895.226,44.329482,-82.849447
26071,Iron,11817,3137.019,46.170249,-88.540409
26073,Isabella,70311,1496.186,43.645233,-84.839425
26075,Jackson,160248,1873.846,42.248474,-84.420868
26077,Kalamazoo,250331,1502.963,42.246266,-85.532854
26079,Kalkaska,17153,1478.122,44.678881,-85.088992
26081,Kent,602622,2258.324,43.032497,-85.547446
26083,Keweenaw,2156,15452.359,47.681981,-88.148802
26085,Lake,11539,1487.378,43.995187,-85.8114
26087,Lapeer,88319,1716.76,43.088633,-83.224325
26089,Leelanau,21708,6558.347,45.146182,-86.051574
26091,Lenawee,99892,1972.039,41.895915,-84.066853
26093,Livingston,180967,1516.189,42.602532,-83.911718
26095,Luce,6631,4953.321,46.940602,-85.582368
26097,Mackinac,11113,5440.643,46.167981,-85.303756
26099,Macomb,840978,1478.496,42.671467,-82.910869
26101,Manistee,24733,3316.645,44.350385,-86.602967
26103,Marquette,67077,8869.517,46.656597,-87.584028
26105,Mason,28705,3217.909,43.996636,-86.750814
26107,Mecosta,42798,1479.386,43.635295,-85.332751
26109,Menominee,24029,3465.953,45.544174,-87.509892
26111,Midland,83629,1367.69,43.648378,-84.37922
26113,Missaukee,14849,1486.211,44.325424,-85.085471
26115,Monroe,152021,1761.241,41.916097,-83.487106
26117,Montcalm,63342,1866.933,43.312782,-85.149468
26119,Montmorency,9765,1457.263,45.024134,-84.130107
26121,Muskegon,172188,3781.446,43.289258,-86.751892
26123,Newaygo,48460,2231.764,43.562709,-85.791423
26125,Oakland,1202362,2349.881,42.660452,-83.38421
26127,Oceana,26570,3382.394,43.647255,-86.807575
26129,Ogemaw,21699,1489.119,44.33328,-84.128073
26131,Ontonagon,6780,9688.676,47.216604,-89.500461
26133,Osceola,23528,1484.313,43.997552,-85.322283
26135,Oscoda,8640,1480.39,44.685121,-84.124894
26137,Otsego,24164,1362.824,45.021794,-84.576597
26139,Ottawa,263801,4225.331,42.942346,-86.655342
26141,Presque Isle,13376,6663.408,45.489515,-83.384019
26143,Roscommon,24449,1502.274,44.339517,-84.611272
26145,Saginaw,200169,2113.341,43.328267,-84.05541
26147,St. Clair,163040,2166.542,42.928804,-82.668914
26149,St. Joseph,61295,1349.467,41.911488,-85.52287
26151,Sanilac,43114,4117.93,43.449155,-82.642815
26153,Schoolcraft,8485,4879.485,46.020758,-86.199352
26155,Shiawassee,70648,1401.047,42.951545,-84.146352
26157,Tuscola,55729,2367.018,43.487902,-83.436618
26159,Van Buren,76258,2822.821,42.283986,-86.305697
26161,Washtenaw,344791,1871.057,42.252327,-83.844634
26163,Wayne,1820584,1742.227,42.284664,-83.261953
26165,Wexford,32735,1490.449,44.331375,-85.570046
27001,Aitkin,16202,5167.784,46.602446,-93.41976
27003,Anoka,330844,1155.421,45.27411,-93.242723
27005,Becker,32504,3743.007,46.937629,-95.741757
27007,Beltrami,44442,7914.371,47.878825,-94.986698
27009,Benton,38451,1069.815,45.701227,-94.00144
27011,Big Stone,5269,1367.818,45.419925,-96.402226
27013,Blue Earth,64013,1982.876,44.038225,-94.064071
27015,Brown,25893,1601.815,44.246542,-94.733647
27017,Carlton,35386,2266.973,46.603818,-92.671044
27019,Carver,91042,974.127,44.821381,-93.800575
27021,Cass,28567,6252.51,46.951427,-94.333773
27023,Chippewa,12441,1522.333,45.028625,-95.564108
27025,Chisago,53887,1145.834,45.505444,-92.903849
27027,Clay,58999,2726.346,46.898377,-96.494901
27029,Clearwater,8695,2667.004,47.575873,-95.371117
27031,Cook,5176,8649.394,47.538571,-90.29019
27033,Cottonwood,11687,1679.765,44.010711,-95.18313
27035,Crow Wing,62500,2995.391,46.491114,-94.071213
27037,Dakota,398552,1519.978,44.670893,-93.062481
27039,Dodge,20087,1138.52,44.020706,-92.869353
27041,Douglas,36009,1864.804,45.936429,-95.46061
27043,Faribault,14553,1869.724,43.676522,-93.947234
27045,Fillmore,20866,2232.802,43.67727,-92.093681
27047,Freeborn,31255,1871.062,43.674202,-93.350289
27049,Goodhue,46183,2021.226,44.406178,-92.716
27051,Grant,6018,1490.493,45.930743,-96.010699
27053,Hennepin,1152425,1570.949,45.006064,-93.475185
27055,Houston,19027,1473.281,43.66699,-91.501556
27057,Hubbard,20428,2588.847,47.095551,-94.91329
27059,Isanti,37816,1169.785,45.562431,-93.296339
27061,Itasca,45058,7583.388,47.490843,-93.613128
27063,Jackson,10266,1862.81,43.673025,-95.149704
27065,Kanabec,16239,1382.232,45.94776,-93.297788
27067,Kandiyohi,42239,2233.481,45.152714,-95.004981
27069,Kittson,4552,2858.32,48.77604,-96.780349
27071,Koochiching,13311,8168.879,48.24549,-93.782842
27073,Lac qui Parle,7259,2015.038,44.999855,-96.176836
27075,Lake,10866,7745.695,47.517111,-91.411704
27077,Lake of the Woods,4045,4596.362,48.7681,-94.904634
27079,Le Sueur,27703,1227.155,44.373397,-93.73018
27081,Lincoln,5896,1420.433,44.408238,-96.272032
27083,Lyon,25857,1869.11,44.409195,-95.847268
27085,McLeod,36651,1309.311,44.821644,-94.27232
27087,Mahnomen,5413,1509.734,47.325842,-95.810703
27089,Marshall,9439,4695.405,48.362728,-96.357761
27091,Martin,20840,1889.593,43.677118,-94.537198
27093,Meeker,23300,1669.96,45.123156,-94.527346
27095,Mille Lacs,26097,1765.287,45.929043,-93.632996
27097,Morrison,33198,2987.26,46.020484,-94.266619
27099,Mower,39163,1842.95,43.666249,-92.759514
27101,Murray,8725,1863.502,44.015594,-95.761581
27103,Nicollet,32727,1208.857,44.35882,-94.245685
27105,Nobles,21378,1871.415,43.677686,-95.763132
27107,Norman,6852,2270.721,47.32947,-96.463807
27109,Olmsted,144248,1695.921,44.00343,-92.406722
27111,Otter Tail,57303,5761.528,46.405725,-95.714578
27113,Pennington,13930,1601.261,48.069247,-96.037725
27115,Pine,29750,3715.489,46.10094,-92.763094
27117,Pipestone,9596,1206.835,44.015361,-96.257015
27119,Polk,31600,5174.241,47.774254,-96.400027
27121,Pope,10995,1857.29,45.589623,-95.446705
27123,Ramsey,508640,440.5,45.01525,-93.100141
27125,Red Lake,4089,1120.157,47.865487,-96.08718
27127,Redwood,16059,2283.722,44.403536,-95.254242
27129,Renville,15730,2556.567,44.723697,-94.955617
27131,Rice,64142,1336.266,44.350943,-93.298503
27133,Rock,9687,1250.251,43.669587,-96.263238
27135,Roseau,15629,4346.355,48.761066,-95.82153
27137,St. Louis,200226,17766.029,47.583852,-92.463645
27139,Scott,129928,954.107,44.651932,-93.534553
27141,Sherburne,88499,1168.197,45.443171,-93.775092
27143,Sibley,15226,1555.342,44.575734,-94.230123
27145,Stearns,150642,3599.958,45.555235,-94.610482
27147,Steele,36576,1119.752,44.015261,-93.220453
27149,Stevens,9726,1490.069,45.593461,-95.992315
27151,Swift,9783,1948.158,45.27545,-95.690398
27153,Todd,24895,2536.893,46.066569,-94.900576
27155,Traverse,3558,1517.352,45.76984,-96.475049
27157,Wabasha,21676,1423.501,44.289693,-92.233341
27159,Wadena,13843,1406.968,46.586784,-94.988331
27161,Waseca,19136,1121.396,44.01846,-93.589844
27163,Washington,238136,1094.904,45.037929,-92.890117
27165,Watonwan,11211,1138.895,43.978366,-94.614128
27167,Wilkin,6576,1945.521,46.362335,-96.476657
27169,Winona,51461,1661.69,43.982268,-91.776708
27171,Wright,124700,1849.946,45.175091,-93.966397
27173,Yellow Medicine,10438,1976.749,44.715736,-95.862756
28001,Adams,32297,1262.742,31.486218,-91.351781
28003,Alcorn,37057,1039.518,34.886648,-88.581014
28005,Amite,13131,1894.829,31.203933,-90.795542
28007,Attala,19564,1908.016,33.09047,-89.588622
28009,Benton,8729,1058.411,34.810773,-89.200029
28011,Bolivar,34145,2346.057,33.799278,-90.884476
28013,Calhoun,14962,1522.808,33.936634,-89.337114
28015,Carroll,10597,1643.568,33.440795,-89.918887
28017,Chickasaw,17392,1305.991,33.921654,-88.945808
28019,Choctaw,8547,1087.42,33.345964,-89.251332
28021,Claiborne,9604,1298.111,31.97281,-90.915424
28023,Clarke,16732,1796.247,32.048448,-88.685964
28025,Clay,20634,1077.449,33.661734,-88.783326
28027,Coahoma,26151,1510.358,34.22867,-90.603165
28029,Copiah,29449,2018.804,31.866915,-90.448758
28031,Covington,19568,1074.666,31.633331,-89.548897
28033,DeSoto,161252,1287.253,34.874266,-89.99324
28035,Forrest,74934,1217.898,31.18858,-89.259447
28037,Franklin,8118,1467.91,31.477798,-90.895884
28039,George,22578,1252.655,30.855431,-88.642268
28041,Greene,14400,1861.415,31.212846,-88.634811
28043,Grenada,21906,1163.95,33.770031,-89.80274
28045,Hancock,43929,1430.969,30.391437,-89.47985
28047,Harrison,187105,2528.271,30.416536,-89.083376
28049,Hinds,245285,2272.176,32.267924,-90.4659
28051,Holmes,19198,1980.35,33.125942,-90.091197
28053,Humphreys,9375,1116.89,33.132978,-90.523911
28055,Issaquena,1406,1143.289,32.754977,-90.988552
28057,Itawamba,23401,1399.759,34.281075,-88.363127
28059,Jackson,139668,2702.382,30.458491,-88.619991
28061,Jasper,17062,1754.643,32.016989,-89.11943
28063,Jefferson,7726,1365.609,31.733633,-91.043878
28065,Jefferson Davis,12487,1059.663,31.564734,-89.826626
28067,Jones,67761,1812.236,31.621044,-89.167262
28069,Kemper,10456,1986.586,32.750136,-88.625631
28071,Lafayette,47351,1759.139,34.349298,-89.485903
28073,Lamar,55658,1296.117,31.197135,-89.514952
28075,Lauderdale,80261,1852.239,32.403998,-88.660449
28077,Lawrence,12929,1128.638,31.550009,-90.10753
28079,Leake,23805,1516.378,32.753268,-89.522568
28081,Lee,82910,1173.717,34.288965,-88.680887
28083,Leflore,32317,1570.515,33.54979,-90.294934
28085,Lincoln,34869,1523.365,31.535216,-90.453566
28087,Lowndes,59779,1337.638,33.471424,-88.439723
28089,Madison,95203,1921.201,32.63437,-90.03416
28091,Marion,27088,1420.919,31.230126,-89.821736
28093,Marshall,37144,1838.285,34.76619,-89.504231
28095,Monroe,36989,1999.719,33.89003,-88.485038
28097,Montgomery,10925,1056.427,33.500714,-89.639625
28099,Neshoba,29676,1480.472,32.752518,-89.119274
28101,Newton,21720,1501.162,32.40197,-89.118412
28103,Noxubee,11545,1812.94,33.10627,-88.565787
28105,Oktibbeha,47671,1196.399,33.422313,-88.876151
28107,Panola,34707,1826.283,34.365205,-89.963065
28109,Pearl River,55834,2120.962,30.773791,-89.586832
28111,Perry,12250,1684.014,31.169307,-88.988755
28113,Pike,40404,1063.691,31.177517,-90.397725
28115,Pontotoc,29957,1297.639,34.227081,-89.037239
28117,Prentiss,25276,1083.132,34.620866,-88.52224
28119,Quitman,8223,1052.653,34.25264,-90.290525
28121,Rankin,141617,2087.752,32.262057,-89.946552
28123,Scott,28264,1580.904,32.427127,-89.533209
28125,Sharkey,4916,1126.956,32.89249,-90.827388
28127,Simpson,27503,1529.309,31.902503,-89.917707
28129,Smith,16491,1650.526,32.019034,-89.494973
28131,Stone,17786,1160.513,30.790184,-89.112297
28133,Sunflower,29450,1830.934,33.605529,-90.59509
28135,Tallahatchie,15378,1689.039,33.955891,-90.172833
28137,Tate,28886,1064.413,34.649553,-89.943105
28139,Tippah,22232,1191.277,34.763618,-88.918819
28141,Tishomingo,19593,1151.299,34.737699,-88.236067
28143,Tunica,10778,1245.076,34.652201,-90.37177
28145,Union,27134,1079.782,34.489101,-89.0023
28147,Walthall,15443,1047.406,31.164492,-90.103431
28149,Warren,48773,1602.047,32.357005,-90.851791
28151,Washington,51137,1971.567,33.273131,-90.94443
28153,Wayne,20747,2107.001,31.64476,-88.682057
28155,Webster,10253,1096.169,33.612048,-89.283836
28157,Wilkinson,9878,1781.306,31.160249,-91.325567
28159,Winston,19198,1580.115,33.078724,-89.037391
28161,Yalobusha,12678,1282.055,34.030669,-89.703793
28163,Yazoo,28065,2419.738,32.765675,-90.387928
29001,Adair,25607,1474.83,40.190666,-92.603592
29003,Andrew,17291,1130.346,39.988863,-94.803551
29005,Atchison,5685,1424.825,40.431846,-95.437555
29007,Audrain,25529,1804.761,39.21448,-91.843415
29009,Barry,35597,2048.601,36.699378,-93.834326
29011,Barton,12402,1545.503,37.500799,-94.344089
29013,Bates,17049,2205.065,38.257217,-94.339246
29015,Benton,19056,1949.088,38.301036,-93.287942
29017,Bollinger,12363,1608.897,37.318349,-90.024601
29019,Boone,162642,1789.633,38.989657,-92.310779
29021,Buchanan,89201,1073.958,39.66037,-94.808173
29023,Butler,42794,1810.38,36.71518,-90.40313
29025,Caldwell,9424,1112.755,39.658998,-93.979179
29027,Callaway,44332,2194.646,38.835966,-91.924089
29029,Camden,44002,1835.381,38.031995,-92.765138
29031,Cape Girardeau,75674,1518.573,37.383882,-89.684908
29033,Carroll,9295,1816.595,39.427375,-93.500227
29035,Carter,6265,1318.358,36.944783,-90.945626
29037,Cass,99478,1819.435,38.647159,-94.354242
29039,Cedar,13982,1291.509,37.733655,-93.850014
29041,Chariton,7831,1985.905,39.517969,-92.961621
29043,Christian,77422,1460.256,36.969739,-93.187614
29045,Clark,7139,1325.621,40.407275,-91.729472
29047,Clay,221939,1058.454,39.315551,-94.421502
29049,Clinton,20743,1096.814,39.608723,-94.395803
29051,Cole,75990,1040.981,38.506847,-92.271404
29053,Cooper,17601,1474.172,38.845386,-92.812323
29055,Crawford,24696,1926.313,37.966561,-91.313933
29057,Dade,7883,1311.194,37.43235,-93.854878
29059,Dallas,16777,1405.975,37.683583,-93.033812
29061,Daviess,8433,1473.82,39.962839,-93.970053
29063,DeKalb,12892,1102.87,39.894665,-94.40719
29065,Dent,15657,1954.162,37.60325,-91.495916
29067,Douglas,13684,2109.795,36.946517,-92.515892
29069,Dunklin,31953,1417.201,36.153025,-90.062254
29071,Franklin,101492,2410.463,38.408313,-91.07341
29073,Gasconade,15222,1358.296,38.441183,-91.50578
29075,Gentry,6738,1273.539,40.209379,-94.40411
29077,Greene,275174,1755.701,37.258196,-93.340641
29079,Grundy,10261,1134.484,40.112541,-93.565054
29081,Harrison,8957,1881.38,40.34562,-93.992582
29083,Henry,22272,1896.725,38.386491,-93.792628
29085,Hickory,9627,1066.319,37.9367,-93.322835
29087,Holt,4912,1218.209,40.095724,-95.219072
29089,Howard,10144,1221.256,39.143365,-92.695926
29091,Howell,40400,2404.476,36.774369,-91.887368
29093,Iron,10630,1429.84,37.62596,-90.699627
29095,Jackson,674158,1596.072,39.007233,-94.342507
29097,Jasper,117404,1660.904,37.200865,-94.338869
29099,Jefferson,218733,1720.489,38.257414,-90.543138
29101,Johnson,52595,2157.956,38.74588,-93.805999
29103,Knox,4131,1312.683,40.136776,-92.146809
29105,Laclede,35571,1989.143,37.65969,-92.594832
29107,Lafayette,33381,1654.855,39.068705,-93.802639
29109,Lawrence,38634,1588.64,37.106135,-93.833262
29111,Lewis,10211,1322.954,40.084559,-91.728803
29113,Lincoln,52566,1658.792,39.058568,-90.957771
29115,Linn,12761,1609.357,39.86444,-93.108019
29117,Livingston,15195,1394.882,39.778587,-93.548201
29119,McDonald,23083,1397.767,36.630218,-94.343956
29121,Macon,15566,2104.031,39.829795,-92.56434
29123,Madison,12226,1288.776,37.473235,-90.345453
29125,Maries,9176,1372.506,38.162615,-91.923601
